sclaim_number,sjob_no,dtpaid,cpaid_parts,cpaid_labor,cpaid_sublet,cpaid_other,cpaid_deductible,cclaim_taxes,claim_total,spayee_state,dtclaim_paid_date,Cause_of_Loss,Loss_Code,Claim_State,Coverage_Type,Date_Claim_is_Reported,Date_of_Loss,Make,Mileage_At_Claim,Model,Model_Year,Repair_Description
C000015949      ,A01 ,6/25/2021 0:00,615.76,675,0,0,-100,0,"$1,190.76 ",OR,6/25/2021 0:00,p2459 regen of frequ. p0198 oil ci  p200b intake man run perfor.  p2d2d cold start intake man perform.  p2d2e cold start runner perform.  intake manifold runners are bad.  leaks - no,EN008   ,OR,EN008   ,6/4/2021,5/24/2021,RAM,100194,1500 LARAMIE,2014,Intake Manifold(s)                                          
C000013919      ,A01 ,5/27/2021 0:00,314,140,0,0,-100,0,$354.00 ,OR,5/27/2021 0:00,open in the led lighting in the console,ELEX    ,OR,ELEX    ,2/5/2021,1/26/2021,RAM,57339,1500 LARAMIE,2015,X-Misc Non-Excluded Electrical Components                   
C000021863      ,A01 ,3/23/2022 0:00,128,282.02,0,0,-200,0,$210.02 ,OR,3/23/2022 0:00,Tech verified concern leaking from t stat housing- radiator hoses worn down- water pump,COEX01  ,OR,COEX01  ,3/16/2022,3/16/2022,RAM,70415,1500 LARAMIE,2017,Thermostat                                                  
C000014999      ,A01 ,5/17/2021 0:00,154,422.25,0,0,-150,0,$426.25 ,OR,5/17/2021 0:00,"codes c0031 and c0034 left and right front wheel speed sensors have failed
codes loss of communications u0164 could not confirm. b1058 recirc door open. TSB software update
small evap leak code p0456 tested and ffound the gas cap leaking and the esim switch (integrity module)",ELEX26  ,OR,ELEX26  ,4/13/2021,4/7/2021,DODGE,64110,CHALLENGER SXT PLUS,2015,Vehicle Speed Sensor                                        
C000014999      ,A02 ,5/17/2021 0:00,92.6,316.69,0,0,0,0,$409.29 ,OR,5/17/2021 0:00,"codes c0031 and c0034 left and right front wheel speed sensors have failed
codes loss of communications u0164 could not confirm. b1058 recirc door open. TSB software update
small evap leak code p0456 tested and ffound the gas cap leaking and the esim switch (integrity module)",ACEX08B ,OR,ACEX08B ,4/13/2021,4/7/2021,DODGE,64110,CHALLENGER SXT PLUS,2015,Acutator(s)                                                 
C000014999      ,A03 ,5/17/2021 0:00,85.6,316.69,0,0,0,0,$402.29 ,OR,5/17/2021 0:00,"codes c0031 and c0034 left and right front wheel speed sensors have failed
codes loss of communications u0164 could not confirm. b1058 recirc door open. TSB software update
small evap leak code p0456 tested and ffound the gas cap leaking and the esim switch (integrity module)",FUEX02  ,OR,FUEX02  ,4/13/2021,4/7/2021,DODGE,64110,CHALLENGER SXT PLUS,2015,Emissions Components                                        
C000020338      ,A01 ,2/11/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,2/11/2022 0:00,"code p0301 swapped spark plug and coil misfire stayed on cyl #1
compression tested, 60% leak down on cyl #1 all other cylinders good.
exhaust valve is not seating.",EN003   ,OR,EN003   ,1/17/2022,1/13/2022,JEEP,94730,GRAND CHEROKEE LAREDO,2017,Cylinder Head(s)                                            
C000020338      ,A01 ,4/8/2022 0:00,620.93,3430.83,0,0,-50,0,"$4,001.76 ",OR,4/8/2022 0:00,"code p0301 swapped spark plug and coil misfire stayed on cyl #1
compression tested, 60% leak down on cyl #1 all other cylinders good.
exhaust valve is not seating.",EN003   ,OR,EN003   ,1/17/2022,1/13/2022,JEEP,94730,GRAND CHEROKEE LAREDO,2017,Cylinder Head(s)                                            
C000018583      ,A01 ,10/27/2021 0:00,1465,140.75,0,0,-150,0,"$1,455.75 ",OR,10/27/2021 0:00,tried updates and nothing takes it out of frozen mode.  cannot reboot.  head is failing,ELEX40  ,OR,ELEX40  ,10/21/2021,10/20/2021,RAM,42647,1500 LONGHORN,2019,Radio / Nav / MMI                                           
C000016447      ,A01 ,7/13/2021 0:00,20.85,181.5,0,0,-100,0,$102.35 ,WA,7/13/2021 0:00,Tech verified concern the window switch is bad jumped the motor,ELEX    ,OR,ELEX    ,6/30/2021,6/30/2021,RAM,37349,1500 LONGHORN,2017,X-Misc Non-Excluded Electrical Components                   
C000018158      ,A01 ,10/14/2021 0:00,62.1,630,0,0,-100,0,$592.10 ,WA,10/14/2021 0:00,"checked for fault codes, found that the vehicle has indeed been leaning to the left. checked the air bag suspension system found that there is a leak in the left front air line fitting to the bag. even when bag is full the vehicle still leans to the left
Codes found: c155e-92, c159f-92, c15d9-00, c15da-00",SUEX    ,OR,SUEX    ,9/30/2021,9/29/2021,RAM,39806,1500 LONGHORN,2017,X-Misc Non-Excluded Suspension Components                   
C000021458      ,A01 ,3/8/2022 0:00,184.2,462.5,0,0,-100,54.97,$601.67 ,WA,3/8/2022 0:00,all 4 sensors are sending interm. warnings.  tripping the light.  no pressure issues with the tires,ELEX25  ,OR,ELEX25  ,3/2/2022,3/2/2022,RAM,48194,1500 LONGHORN,2017,Tire Pressure Sensor(s)                                     
I000017147      ,A01 ,8/27/2021 0:00,426.51,240,0,0,-150,0,$516.51 ,OR,8/27/2021 0:00,"INTERNAL FAILURE OF ICC/ADAS MODULE. CLEARED CODES AND RAN SYSTEM DIAGNOSTIC, CODES U1000, U1502, U1000-01 C1B40-49, C1B30-49 COME BACK IMMEDATELY. MODULE NEEDS TO BE REPLACED AND PROGRAMMED TO VEHICLE. 1.0 DIAGNOSE, 1.0 REPLACE/PROGRAM.

in service date 6/13/2017",ELEX    ,OR,ELEX    ,8/4/2021,7/26/2021,NISSAN,27902,ROGUE,2017,X-Misc Non-Excluded Electrical Components                   
C000020647      ,A01 ,2/2/2022 0:00,383.95,503.97,0,0,-100,62.16,$850.08 ,FL,2/2/2022 0:00,"found the oil cooler leaking
found code p06dd oil pressure. found oil pump has failed",ENEX02  ,OR,ENEX02  ,1/27/2022,1/27/2022,CHRYSLER,69832,300 LIMITED,2017,Engine Oil Cooler                                           
C000020647      ,A02 ,2/2/2022 0:00,231.7,719.96,0,0,0,66.62,"$1,018.28 ",FL,2/2/2022 0:00,"found the oil cooler leaking
found code p06dd oil pressure. found oil pump has failed",ENEX    ,OR,ENEX    ,1/27/2022,1/27/2022,CHRYSLER,69832,300 LIMITED,2017,X-Misc Non-Excluded Engine Components                       
C000019435      ,A01 ,12/6/2021 0:00,55.8,263.91,0,0,-150,0,$169.71 ,OR,12/6/2021 0:00,Tech verified CEL is on for code p0456- small leak test verifying esum switch is sticking,FUEX02  ,OR,FUEX02  ,12/1/2021,12/1/2021,JEEP,38648,GRAND CHEROKEE OVERLAND,2018,Emissions Components                                        
C000019379      ,A01 ,12/15/2021 0:00,154.52,249.2,0,0,-200,0,$203.72 ,AK,12/15/2021 0:00,right sliding door lock actuator failed,EL021M  ,OR,EL021M  ,11/29/2021,9/13/2021,DODGE,55596,GRAND CARAVAN GT,2018,Power Door Lock Actuator(s)                                 
C000016884      ,A01 ,7/28/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,7/28/2021 0:00,cam cases leaking both right and left,ENSG    ,OR,ENSG    ,7/22/2021,7/22/2021,SUBARU,95587,FORESTER 2.5I PREMIUM,2015,S&G - Misc Engine Seals & Gaskets                           
C000021523      ,A01 ,3/11/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,3/11/2022 0:00,"read code P1CB1/00 gear shift actuator won't engage code, found vehicle will not shift into gear, verified hydraulic fluid is at correct fluid, commanded gear to actuat and it would not, removed drain plug for transmission and found excessive metal in transmission fluid, fluid very glittery, technician has a fluid sample, no leaks, no modifications, Automatically shifted manual transmission


Tech finding - oil leak from the oil separator.",TR001F  ,OR,TR001F  ,3/3/2022,2/27/2022,FIAT,85163,500L EASY,2014,Internal Lubricated Component                               
C000021971      ,A02 ,3/31/2022 0:00,0,0,0,66.4,0,0,$66.40 ,TX,3/31/2022 0:00,,ZBRAW100,OR,ZBRAW100,3/21/2022,2/19/2022,FIAT,85163,500L EASY,2014,RA-Tow Service($100 Max)                                    
C000021658      ,A01 ,3/22/2022 0:00,1055,370,0,0,-100,0,"$1,325.00 ",OR,3/22/2022 0:00,"no DTC, monitored power and ground for an hour due to no codes and found no external power failures,
intermittent internal short
recommend replace instrument cluster",EL036   ,OR,EL036   ,3/9/2022,3/9/2022,RAM,152894,1500 LARAMIE,2013,Electronic Instrument Cluster                               
C000022738      ,A01 ,4/25/2022 0:00,175.9,231,0,0,-100,0,$306.90 ,OR,4/25/2022 0:00,Found the sway bar end links were worn,SU013FB ,OR,SU013FB ,4/18/2022,4/18/2022,JEEP,51027,GRAND CHEROKEE LAREDO,2018,Stabilizer Bar Link(s)                                      
C000020431      ,A01 ,1/28/2022 0:00,99.09,487.5,0,0,-200,0,$386.59 ,OR,1/28/2022 0:00,"Tech verified customer concerns. Under inspection tech found the oil cooler lines are leaking. Tech found oil leaking on the rubber to metal part on the line and leaking at fitting to block to cooler. 
NO external damage found on lines
Tech found that the vehicle needs front brake pads and rotors",COEX    ,OR,COEX    ,1/19/2022,1/17/2022,CHEVROLET,69359,CAMARO 2SS,2012,X-Misc Non-Excluded Cooling Components                      
C000021148      ,A01 ,3/15/2022 0:00,1165,495,0,0,-150,0,"$1,510.00 ",OR,3/15/2022 0:00,"LED lamp themselves have failed, no signs of water intrustion",ELEX57  ,OR,ELEX57  ,2/16/2022,2/16/2022,DODGE,76828,DURANGO R/T,2017,"Lights, Lamps, Sealed Beams                                 "
C000022585      ,A01 ,4/21/2022 0:00,63.4,246.32,0,0,-50,0,$259.72 ,OR,4/21/2022 0:00,"1  po128 thermostat rationally code
2 internally failed, head test and pin test and voltage draw",COEX02  ,OR,COEX02  ,4/13/2022,4/11/2022,JEEP,72665,GRAND CHEROKEE SRT-8,2014,Thermostat Housing                                          
C000022585      ,A02 ,4/21/2022 0:00,81.25,175.94,0,0,0,0,$257.19 ,OR,4/21/2022 0:00,"1  po128 thermostat rationally code
2 internally failed, head test and pin test and voltage draw",ELEX53M ,OR,ELEX53M ,4/13/2022,4/11/2022,JEEP,72665,GRAND CHEROKEE SRT-8,2014,Speaker(s)                                                  
C000020989      ,A01 ,2/28/2022 0:00,0,0,0,99.18,0,0,$99.18 ,TX,2/28/2022 0:00,,ZBRAW100,OR,ZBRAW100,2/11/2022,11/20/2021,RAM,100,1500 LARAMIE,2021,RA-Tow Service($100 Max)                                    
C000021316      ,A01 ,3/7/2022 0:00,0,0,0,95,0,0,$95.00 ,TX,3/7/2022 0:00,Tech verified concern front cover removed found pinion bearing seized causing concern - come as a unit and is not serviceable fluid level flull had some bearing material fluid was black. no lack of lube present,DA001FF ,OR,DA001FF ,2/24/2022,2/23/2022,RAM,79724,1500 SLT,2018,Internal Lubricated Components                              
C000021749      ,A02 ,3/28/2022 0:00,685.77,936,0,0,-100,0,"$1,521.77 ",OR,3/28/2022 0:00,"1 power distribution box is shorted, no electrical modifications to the vehicle
2 water leaking from the hatch perimeter seal
3/17 - After replacing the fuze box, found that the JDE box is not allowing communication with the rest of the vehicle",ELEX    ,OR,ELEX    ,3/11/2022,3/11/2022,MINI,70593,COOPER COUNTRYMAN,2014,X-Misc Non-Excluded Electrical Components                   
C000019038      ,A01 ,11/22/2021 0:00,827.31,230.4,0,0,-100,0,$957.71 ,WA,11/22/2021 0:00,verified and open in the camera. no signs of corrosion,ELEX    ,OR,ELEX    ,11/11/2021,11/10/2021,LEXUS,98518,IS 350,2011,X-Misc Non-Excluded Electrical Components                   
C000016518      ,A01 ,8/5/2021 0:00,50.45,369.47,0,0,-50,0,$369.92 ,OR,8/5/2021 0:00,p0390 found in system cam position bank 2 sensor 2,EL043   ,OR,EL043   ,7/2/2021,7/1/2021,CHRYSLER,25977,PACIFICA LIMITED,2017,Camshaft Sensor(s)                                          
C000017229      ,A01 ,9/15/2021 0:00,207,211.13,0,0,-150,0,$268.13 ,OR,9/15/2021 0:00,"1 internal failure of camera, checked power in and ground ok
2 particulate matter sensor code, per diagnosis tree from dodge, code p24ae-00 particulate matter sensor circuit
08/23/2021 Jonny called back in and stated the sensor disengrated into the particulate filter and needs replacement. Not eligible per the contract",ELEX    ,OR,ELEX    ,8/10/2021,8/9/2021,RAM,97833,1500 LARAMIE,2014,X-Misc Non-Excluded Electrical Components                   
C000016794      ,A01 ,7/22/2021 0:00,252,369.47,0,0,-50,0,$571.47 ,OR,7/22/2021 0:00,c0030 code in the system.  found abs motor pump circuit code in system antilock brake control has internal failure,BR009   ,OR,BR009   ,7/19/2021,7/13/2021,RAM,41881,3500 SLT,2017,ABS Electronic Control Processor                            
C000016626      ,A01 ,7/13/2021 0:00,19.2,351.88,0,0,-50,0,$321.08 ,OR,7/13/2021 0:00,found excusive damage inside elbow using scope,FUEX    ,OR,FUEX    ,7/8/2021,7/8/2021,DODGE,43557,DURANGO R/T,2017,X-Misc Non-Excluded Fuel Components                         
C000017529      ,A01 ,9/15/2021 0:00,420,387.07,0,0,-50,0,$757.07 ,OR,9/15/2021 0:00,"left front axle boot is cracked and relasing graese
found the water pump bearing has failed
p0456 evap hose on engine is leaking",DASG1M  ,OR,DASG1M  ,8/23/2021,8/18/2021,DODGE,65437,DURANGO R/T,2017,S&G- CV Boot(s)                                             
C000017529      ,A02 ,9/15/2021 0:00,234,439.85,0,0,0,0,$673.85 ,OR,9/15/2021 0:00,"left front axle boot is cracked and relasing graese
found the water pump bearing has failed
p0456 evap hose on engine is leaking",CO007   ,OR,CO007   ,8/23/2021,8/18/2021,DODGE,65437,DURANGO R/T,2017,Water Pump                                                  
C000017529      ,A03 ,9/15/2021 0:00,34,246.31,0,105,0,0,$385.31 ,OR,9/15/2021 0:00,"left front axle boot is cracked and relasing graese
found the water pump bearing has failed
p0456 evap hose on engine is leaking",FUEX    ,OR,FUEX    ,8/23/2021,8/18/2021,DODGE,65437,DURANGO R/T,2017,X-Misc Non-Excluded Fuel Components                         
C000020297      ,A01 ,1/18/2022 0:00,55.8,299.1,0,0,0,0,$354.90 ,OR,1/18/2022 0:00,"found codes p0452, p0441 pressure tested system, esm switch stuck closed",FUEX02  ,OR,FUEX02  ,1/13/2022,1/10/2022,DODGE,71164,DURANGO R/T,2017,Emissions Components                                        
C000020639      ,A01 ,4/27/2022 0:00,58,0,0,0,0,0,$58.00 ,OR,4/27/2022 0:00,,FUEX02  ,OR,FUEX02  ,1/26/2022,1/11/2022,DODGE,71165,DURANGO R/T,2017,Emissions Components                                        
C000016900      ,A01 ,7/26/2021 0:00,93.4,263.91,0,0,-50,0,$307.31 ,OR,7/26/2021 0:00,"test drove.  vehicle misfiring.  counting and not sending CEL warning.  no
TSB-08027-20",EL046   ,OR,EL046   ,7/23/2021,7/22/2021,JEEP,54508,CHEROKEE SPORT,2017,Ignition Coil(s)/Coil Pack                                  
C000018594      ,A01 ,11/29/2021 0:00,378.6,551.25,0,0,-50,0,$879.85 ,OR,11/29/2021 0:00,"could not dup. the first concern
rt front strut and upper mount have failed.",SUEX01A ,OR,SUEX01A ,10/21/2021,10/13/2021,JEEP,19004,CHEROKEE TRAILHAWK,2017,Strut(s)                                                    
C000016862      ,A01 ,7/28/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,7/28/2021 0:00,"Tech verified concern cel is on for code p00af turbo boost control module performance p003a turbocharger module position exceeded learning limit, internal failure to the turbo. no delete no tuner or programmers. no leaks from turbo or any vacuum leaks.",FUTC1   ,OR,FUTC1   ,7/22/2021,7/19/2021,RAM,74033,3500 LARAMIE,2018,Turbocharger                                                
C000016862      ,A01 ,8/3/2021 0:00,34.2,396,0,0,-100,0,$330.20 ,OR,8/3/2021 0:00,"Tech verified concern cel is on for code p00af turbo boost control module performance p003a turbocharger module position exceeded learning limit, internal failure to the turbo. no delete no tuner or programmers. no leaks from turbo or any vacuum leaks.",FUTC1   ,OR,FUTC1   ,7/22/2021,7/19/2021,RAM,74033,3500 LARAMIE,2018,Turbocharger                                                
C000016862      ,A01 ,8/10/2021 0:00,1235,0,0,0,0,0,"$1,235.00 ",CA,8/10/2021 0:00,"Tech verified concern cel is on for code p00af turbo boost control module performance p003a turbocharger module position exceeded learning limit, internal failure to the turbo. no delete no tuner or programmers. no leaks from turbo or any vacuum leaks.",FUTC1   ,OR,FUTC1   ,7/22/2021,7/19/2021,RAM,74033,3500 LARAMIE,2018,Turbocharger                                                
C000019281      ,A01 ,12/13/2021 0:00,57.39,316.69,0,0,-50,0,$324.08 ,OR,12/13/2021 0:00,"Tech verified cs concern. Tech scanned vehicle and found codes P0440:  engine control module (ECM) has detected a leak in the fuel tank vapor system. p0456
tested the esm test and the vehicle failed. Tech recommends replacing the esm",FUEX02  ,OR,FUEX02  ,11/23/2021,11/23/2021,JEEP,62531,GRAND CHEROKEE LAREDO,2018,Emissions Components                                        
C000022599      ,A01 ,4/25/2022 0:00,623.2,1027,0,0,-100,138.62,"$1,688.82 ",WA,4/25/2022 0:00,"1 tech find, during routine service radiator is leaking at left side tank, seam split
radiators are not part of the powertrain 5/60 warranty",CO006   ,OR,CO006   ,4/14/2022,4/14/2022,JEEP,58263,GRAND CHEROKEE LAREDO,2017,Radiator                                                    
